camis,boro,critical_flag,cuisine_description,inspection_date,score,grade
40398658,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-11-19T00:00:00Z,12,A
50003229,Manhattan,Critical,American,2016-06-20T00:00:00Z,9,A
50044393,Brooklyn,Not Critical,Japanese,2017-09-13T00:00:00Z,22,B
41598755,Brooklyn,Critical,Cafe/coffee/Tea,2014-11-12T00:00:00Z,10,A
50039301,Bronx,Not Critical,Jewish/Kosher,2016-08-02T00:00:00Z,17,B
41321758,Queens,Not Critical,Cafe/coffee/Tea,2016-03-23T00:00:00Z,12,A
50044945,Manhattan,Critical,American,2016-07-29T00:00:00Z,12,A
41698701,Manhattan,Critical,Pakistani,2015-05-18T00:00:00Z,20,B
40860410,Staten Island,Critical,Pizza,2015-10-21T00:00:00Z,9,A
41137942,Bronx,Critical,Bakery,2017-08-16T00:00:00Z,7,A
41497493,Manhattan,Critical,American,2015-04-03T00:00:00Z,12,A
50002192,Queens,Not Critical,Chinese,2013-10-23T00:00:00Z,10,A
50064676,Queens,Not Critical,Caribbean,2017-09-01T00:00:00Z,26,B
50011620,Queens,Not Critical,Pizza/Italian,2017-09-07T00:00:00Z,9,A
50009752,Queens,Not Critical,Sandwiches,2015-10-20T00:00:00Z,8,A
40402333,Queens,Critical,American,2015-04-24T00:00:00Z,22,B
40869272,Manhattan,Not Critical,Italian,2016-01-05T00:00:00Z,11,A
40424410,Brooklyn,Not Critical,Bagels/Pretzels,2014-10-01T00:00:00Z,10,A
41374923,Queens,Not Critical,American,2016-09-28T00:00:00Z,10,A
41542863,Bronx,Critical,Chinese,2016-02-20T00:00:00Z,12,A
40398532,Brooklyn,Critical,Jewish/Kosher,2015-06-16T00:00:00Z,15,B
41678695,Manhattan,Not Critical,Sandwiches,2017-03-08T00:00:00Z,12,A
40947038,Queens,Critical,Chicken,2015-11-17T00:00:00Z,5,A
50035297,Brooklyn,Not Critical,Mexican,2015-08-03T00:00:00Z,12,A
50005390,Manhattan,Critical,Italian,2014-04-25T00:00:00Z,11,A
40576978,Queens,Critical,Pizza,2017-05-12T00:00:00Z,12,A
50008646,Queens,Critical,Armenian,2015-09-09T00:00:00Z,20,B
41356273,Manhattan,Not Critical,Vegetarian,2014-04-11T00:00:00Z,4,A
50040406,Manhattan,Critical,Donuts,2017-03-06T00:00:00Z,10,A
50011632,Manhattan,Critical,Sandwiches/Salads/Mixed Buffet,2015-01-20T00:00:00Z,7,A
50017101,Manhattan,Not Critical,French,2016-04-19T00:00:00Z,9,A
50002435,Queens,Critical,Sandwiches/Salads/Mixed Buffet,2015-01-21T00:00:00Z,10,A
41163213,Queens,Not Critical,Sandwiches,2015-04-01T00:00:00Z,10,A
50007230,Brooklyn,Critical,Cafe/coffee/Tea,2014-05-05T00:00:00Z,7,A
41634881,Brooklyn,Critical,Pizza/Italian,2015-01-15T00:00:00Z,7,A
41692661,Queens,Not Critical,Chinese,2017-05-01T00:00:00Z,12,A
50033659,Queens,Not Critical,Chinese,2016-06-14T00:00:00Z,7,A
50055667,Brooklyn,Critical,Pakistani,2017-02-08T00:00:00Z,12,A
41647183,Queens,Not Critical,Chinese,2015-11-21T00:00:00Z,11,A
41492028,Brooklyn,Critical,Chicken,2017-02-22T00:00:00Z,9,A
41372518,Brooklyn,Critical,Chinese,2016-02-29T00:00:00Z,13,A
50002692,Manhattan,Not Critical,Asian,2016-10-05T00:00:00Z,12,A
40571128,Manhattan,Not Critical,Tex-Mex,2016-04-25T00:00:00Z,19,B
50059875,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-04-18T00:00:00Z,13,A
40367365,Manhattan,Critical,American,2016-12-20T00:00:00Z,10,A
50011049,Manhattan,Critical,American,2015-11-06T00:00:00Z,15,B
41628361,Manhattan,Not Critical,American,2014-09-03T00:00:00Z,33,C
50017455,Queens,Critical,Caribbean,2014-12-31T00:00:00Z,13,A
50011521,Bronx,Critical,American,2017-05-04T00:00:00Z,13,A
41218954,Brooklyn,Critical,Mexican,2014-10-16T00:00:00Z,14,B
41682958,Queens,Not Critical,Peruvian,2015-07-09T00:00:00Z,12,A
50034494,Manhattan,Critical,American,2016-09-29T00:00:00Z,5,A
50007247,Manhattan,Not Critical,Chinese,2017-05-05T00:00:00Z,16,B
41297095,Brooklyn,Critical,Japanese,2014-04-30T00:00:00Z,9,A
50005071,Bronx,Not Critical,Jewish/Kosher,2015-09-11T00:00:00Z,9,A
40800325,Manhattan,Critical,Brazilian,2016-01-06T00:00:00Z,8,A
41308759,Queens,Critical,Chinese,2017-03-22T00:00:00Z,18,B
40384323,Queens,Not Critical,Cafe/coffee/Tea,2014-07-11T00:00:00Z,11,A
50042787,Manhattan,Not Critical,Italian,2017-10-05T00:00:00Z,12,A
50033351,Bronx,Not Critical,Chinese,2015-09-30T00:00:00Z,12,A
41703202,Queens,Not Critical,Chinese,2016-07-05T00:00:00Z,10,A
50046451,Bronx,Critical,Spanish,2016-08-29T00:00:00Z,12,A
40589546,Queens,Critical,Spanish,2016-12-01T00:00:00Z,10,A
41701180,Manhattan,Critical,Pizza/Italian,2014-10-15T00:00:00Z,27,B
41693594,Staten Island,Critical,American,2014-02-28T00:00:00Z,9,A
50051608,Brooklyn,Not Applicable,Donuts,2016-09-28T00:00:00Z,0,A
40537290,Brooklyn,Critical,American,2014-07-24T00:00:00Z,11,A
41630613,Manhattan,Not Critical,American,2017-07-12T00:00:00Z,7,A
41219569,Manhattan,Not Critical,Japanese,2017-01-10T00:00:00Z,4,A
41691085,Queens,Not Critical,Cafe/coffee/Tea,2016-06-03T00:00:00Z,23,B
41719106,Manhattan,Not Critical,American,2016-05-17T00:00:00Z,6,A
50016943,Bronx,Critical,Spanish,2015-10-28T00:00:00Z,11,A
40675892,Brooklyn,Not Critical,American,2015-11-18T00:00:00Z,10,A
50015503,Queens,Critical,Chinese,2016-10-26T00:00:00Z,31,C
50055662,Brooklyn,Not Critical,Vegetarian,2017-05-26T00:00:00Z,13,A
41278212,Manhattan,Critical,Russian,2015-04-23T00:00:00Z,9,A
41241627,Bronx,Critical,American,2016-09-27T00:00:00Z,11,A
40786921,Queens,Critical,American,2017-08-01T00:00:00Z,12,A
41016441,Queens,Not Critical,Caribbean,2014-07-01T00:00:00Z,11,A
50001624,Bronx,Not Critical,Irish,2016-05-19T00:00:00Z,12,A
50040446,Bronx,Critical,Chinese,2016-06-16T00:00:00Z,12,A
40871006,Manhattan,Critical,Indian,2015-11-24T00:00:00Z,13,A
40794103,Bronx,Not Critical,Hamburgers,2016-03-24T00:00:00Z,9,A
50002613,Queens,Critical,Asian,2017-05-09T00:00:00Z,12,A
41313271,Queens,Critical,Indian,2014-06-26T00:00:00Z,12,A
40401216,Manhattan,Critical,Spanish,2014-10-01T00:00:00Z,10,A
41146119,Manhattan,Not Critical,Sandwiches/Salads/Mixed Buffet,2016-08-22T00:00:00Z,8,A
50000781,Queens,Critical,Cafe/coffee/Tea,2016-09-06T00:00:00Z,11,A
41637061,Manhattan,Not Critical,Italian,2015-11-23T00:00:00Z,6,A
41221266,Queens,Critical,Vietnamese/Cambodian/Malaysia,2015-08-04T00:00:00Z,7,A
40400453,Manhattan,Not Critical,American,2016-02-16T00:00:00Z,7,A
41100350,Manhattan,Not Critical,American,2017-01-17T00:00:00Z,12,A
41418714,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-10-13T00:00:00Z,13,A
50036927,Bronx,Not Critical,American,2016-09-26T00:00:00Z,7,A
40933594,Queens,Critical,Caribbean,2015-04-24T00:00:00Z,7,A
41653491,Brooklyn,Not Critical,American,2016-12-28T00:00:00Z,12,A
40400811,Brooklyn,Critical,Russian,2015-06-13T00:00:00Z,14,B
50007859,Brooklyn,Not Critical,American,2014-08-21T00:00:00Z,9,A
40838693,Manhattan,Not Critical,American,2015-04-29T00:00:00Z,13,A
41274838,Queens,Not Critical,Tex-Mex,2015-05-13T00:00:00Z,11,A
40529979,Queens,Not Critical,Pizza/Italian,2015-02-26T00:00:00Z,10,A
50006398,Brooklyn,Not Critical,American,2015-06-04T00:00:00Z,13,A
41570461,Brooklyn,Critical,Mexican,2014-10-02T00:00:00Z,12,A
41690704,Brooklyn,Not Critical,Caribbean,2015-04-01T00:00:00Z,2,A
40934037,Queens,Critical,Japanese,2015-04-22T00:00:00Z,7,A
40546256,Manhattan,Not Critical,Cafe/coffee/Tea,2015-10-15T00:00:00Z,4,A
41060552,Brooklyn,Critical,Indian,2016-10-04T00:00:00Z,15,B
40715785,Queens,Not Critical,Pizza,2014-05-06T00:00:00Z,5,A
50018504,Bronx,Critical,Chinese,2015-02-24T00:00:00Z,9,A
50003570,Queens,Critical,American,2016-01-20T00:00:00Z,12,A
41076171,Queens,Critical,"Ice Cream, Gelato, Yogurt, Ices",2015-08-13T00:00:00Z,13,A
41176390,Manhattan,Not Critical,Middle Eastern,2016-03-08T00:00:00Z,13,A
40367946,Bronx,Critical,Irish,2017-08-02T00:00:00Z,10,A
41432865,Manhattan,Not Critical,Japanese,2015-04-06T00:00:00Z,9,A
41686215,Queens,Critical,Chinese,2017-05-25T00:00:00Z,9,A
41610835,Bronx,Critical,Chinese,2017-06-08T00:00:00Z,11,A
50017242,Brooklyn,Not Critical,Cafe/coffee/Tea,2016-12-22T00:00:00Z,11,A
50000725,Queens,Critical,Asian,2015-10-02T00:00:00Z,12,A
50038865,Brooklyn,Not Critical,Mexican,2017-03-09T00:00:00Z,13,A
41030972,Brooklyn,Critical,American,2014-05-01T00:00:00Z,10,A
41719061,Manhattan,Not Critical,Pizza/Italian,2016-05-11T00:00:00Z,21,B
50009230,Brooklyn,Critical,American,2016-09-14T00:00:00Z,11,A
41450639,Brooklyn,Not Critical,Chinese,2014-02-27T00:00:00Z,13,A
41697551,Brooklyn,Critical,Chinese,2014-09-18T00:00:00Z,10,A
50007874,Bronx,Not Critical,American,2016-05-12T00:00:00Z,15,B
50033875,Staten Island,Critical,Italian,2016-05-21T00:00:00Z,10,A
41711478,Manhattan,Not Critical,Bakery,2015-07-07T00:00:00Z,4,A
50036890,Queens,Critical,Chinese,2017-02-21T00:00:00Z,22,B
40395723,Manhattan,Critical,American,2017-08-17T00:00:00Z,12,A
50003763,Queens,Critical,Pizza,2014-03-19T00:00:00Z,11,A
41402333,Brooklyn,Not Critical,American,2016-05-01T00:00:00Z,7,A
40692411,Manhattan,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-03-25T00:00:00Z,12,A
41389296,Brooklyn,Not Critical,Pakistani,2014-05-15T00:00:00Z,6,A
50008585,Queens,Not Critical,Vietnamese/Cambodian/Malaysia,2014-10-22T00:00:00Z,12,A
41424537,Brooklyn,Not Critical,Mexican,2015-01-21T00:00:00Z,13,A
40661232,Manhattan,Not Critical,Pizza,2016-06-23T00:00:00Z,10,A
41630917,Staten Island,Critical,Chinese,2017-01-10T00:00:00Z,12,A
41152216,Manhattan,Not Critical,Hotdogs,2015-12-08T00:00:00Z,9,A
40995117,Bronx,Critical,Caribbean,2015-03-24T00:00:00Z,7,A
50010981,Manhattan,Not Critical,Mexican,2015-03-23T00:00:00Z,9,A
50051357,Queens,Not Critical,Cafe/coffee/Tea,2017-05-10T00:00:00Z,9,A
41347936,Staten Island,Critical,"Ice Cream, Gelato, Yogurt, Ices",2016-03-17T00:00:00Z,7,A
50041958,Queens,Critical,Chinese,2016-06-29T00:00:00Z,10,A
41417857,Staten Island,Critical,Sandwiches,2015-11-10T00:00:00Z,11,A
50012822,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-03-17T00:00:00Z,13,A
41627949,Manhattan,Critical,American,2014-02-07T00:00:00Z,12,A
40991835,Manhattan,Critical,Steak,2016-02-02T00:00:00Z,10,A
50001039,Brooklyn,Not Critical,Sandwiches,2015-02-18T00:00:00Z,12,A
50015012,Staten Island,Not Critical,Pizza/Italian,2014-10-29T00:00:00Z,12,A
40891881,Queens,Not Critical,American,2015-11-09T00:00:00Z,11,A
41351576,Brooklyn,Not Critical,Pizza,2017-09-07T00:00:00Z,19,B
41600677,Manhattan,Not Critical,Chinese,2014-12-18T00:00:00Z,2,A
41644360,Brooklyn,Not Critical,Middle Eastern,2016-04-22T00:00:00Z,9,A
50001480,Brooklyn,Not Critical,Bakery,2016-05-23T00:00:00Z,12,A
41400630,Queens,Critical,Spanish,2014-10-09T00:00:00Z,12,A
50033304,Queens,Not Critical,Pizza,2016-01-14T00:00:00Z,12,A
41645764,Manhattan,Critical,Hamburgers,2016-01-28T00:00:00Z,6,A
50035779,Queens,Not Critical,German,2015-06-04T00:00:00Z,10,A
50013991,Brooklyn,Critical,Cafe/coffee/Tea,2016-04-06T00:00:00Z,10,A
40998515,Manhattan,Critical,American,2014-03-04T00:00:00Z,25,B
50043436,Manhattan,Not Critical,Sandwiches,2017-01-25T00:00:00Z,9,A
41186059,Queens,Critical,Bagels/Pretzels,2017-06-20T00:00:00Z,7,A
41126771,Brooklyn,Not Critical,American,2014-11-10T00:00:00Z,7,A
50000312,Manhattan,Not Critical,American,2016-06-28T00:00:00Z,20,B
50051294,Queens,Critical,American,2017-05-25T00:00:00Z,13,A
41711299,Queens,Not Critical,Caribbean,2017-05-20T00:00:00Z,8,A
50017064,Brooklyn,Not Critical,Chinese,2014-12-23T00:00:00Z,8,A
40746574,Manhattan,Not Critical,American,2015-09-15T00:00:00Z,10,A
50009808,Brooklyn,Critical,Spanish,2017-03-28T00:00:00Z,12,A
41312223,Manhattan,Not Critical,American,2014-10-03T00:00:00Z,9,A
50004619,Manhattan,Critical,Chinese,2016-01-29T00:00:00Z,9,A
41007823,Manhattan,Not Critical,Japanese,2015-11-30T00:00:00Z,9,A
41651044,Queens,Critical,American,2014-07-24T00:00:00Z,13,A
50004483,Brooklyn,Critical,Russian,2014-08-04T00:00:00Z,24,B
50001877,Manhattan,Not Critical,Pizza,2017-03-30T00:00:00Z,6,A
41617662,Brooklyn,Critical,Caribbean,2015-07-17T00:00:00Z,13,A
50018385,Manhattan,Critical,American,2015-04-01T00:00:00Z,10,A
41666887,Manhattan,Not Critical,Thai,2014-11-06T00:00:00Z,12,A
50001852,Manhattan,Critical,Donuts,2014-10-31T00:00:00Z,10,A
41661062,Manhattan,Not Critical,Pizza,2016-05-19T00:00:00Z,4,A
50011252,Queens,Critical,Pizza,2015-07-10T00:00:00Z,14,B
50035681,Manhattan,Not Critical,Jewish/Kosher,2016-08-05T00:00:00Z,18,B
50042535,Queens,Not Critical,Bakery,2016-02-02T00:00:00Z,12,A
41646979,Manhattan,Critical,Delicatessen,2015-11-30T00:00:00Z,12,A
41657018,Manhattan,Not Critical,Bakery,2016-04-11T00:00:00Z,19,B
41104212,Queens,Not Critical,American,2015-05-01T00:00:00Z,3,A
40381720,Manhattan,Not Critical,Caribbean,2014-08-01T00:00:00Z,13,A
41352188,Manhattan,Not Critical,American,2015-10-30T00:00:00Z,6,A
41692061,Manhattan,Critical,French,2015-12-03T00:00:00Z,10,A
40936059,Queens,Not Critical,Caribbean,2014-10-08T00:00:00Z,8,A
41620893,Bronx,Not Critical,Pizza,2015-03-30T00:00:00Z,13,A
41350965,Staten Island,Not Critical,American,2014-07-22T00:00:00Z,11,A
50018186,Brooklyn,Critical,American,2016-02-16T00:00:00Z,13,A
41399993,Queens,Not Critical,Bakery,2015-11-12T00:00:00Z,9,A
40825908,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-05-22T00:00:00Z,28,C
50013605,Manhattan,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-08-25T00:00:00Z,22,B
50034516,Brooklyn,Critical,Cafe/coffee/Tea,2015-06-03T00:00:00Z,12,A
40567158,Manhattan,Not Critical,Italian,2015-12-28T00:00:00Z,21,B
50037764,Queens,Critical,Korean,2015-08-19T00:00:00Z,17,B
50010135,Queens,Critical,Chinese,2015-07-22T00:00:00Z,17,B
50013447,Manhattan,Critical,Pizza,2014-09-16T00:00:00Z,12,A
41719106,Manhattan,Not Critical,American,2014-09-17T00:00:00Z,13,A
50051720,Queens,Not Critical,Chinese,2016-09-21T00:00:00Z,9,A
41626151,Manhattan,Critical,Chinese,2015-02-25T00:00:00Z,11,A
41503428,Queens,Not Critical,Italian,2016-11-07T00:00:00Z,7,A
41273759,Brooklyn,Critical,Sandwiches,2016-08-11T00:00:00Z,5,A
40981913,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-06-07T00:00:00Z,9,A
50043407,Brooklyn,Not Critical,Mexican,2017-09-21T00:00:00Z,7,A
41297769,Manhattan,Critical,Seafood,2016-05-24T00:00:00Z,31,C
50050187,Manhattan,Not Critical,American,2017-10-04T00:00:00Z,12,A
50012215,Queens,Critical,Indonesian,2017-08-31T00:00:00Z,17,B
50009836,Staten Island,Not Critical,Chinese,2015-02-04T00:00:00Z,7,A
41651044,Queens,Critical,American,2016-02-18T00:00:00Z,7,A
41712797,Manhattan,Critical,Chinese,2017-01-09T00:00:00Z,10,A
41465581,Manhattan,Critical,Mexican,2015-03-04T00:00:00Z,7,A
41129994,Brooklyn,Not Critical,American,2016-04-26T00:00:00Z,7,A
50002380,Manhattan,Critical,Armenian,2016-08-18T00:00:00Z,13,A
50010707,Brooklyn,Not Critical,American,2015-02-27T00:00:00Z,11,A
41695036,Queens,Not Critical,Spanish,2015-01-09T00:00:00Z,2,A
40645260,Queens,Not Critical,Donuts,2017-07-12T00:00:00Z,11,A
50002202,Manhattan,Not Critical,American,2017-02-03T00:00:00Z,25,B
41288811,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-09-22T00:00:00Z,8,A
41646498,Manhattan,Critical,Japanese,2014-12-22T00:00:00Z,7,A
40787990,Manhattan,Not Critical,Cafe/coffee/Tea,2017-06-16T00:00:00Z,11,A
50007321,Bronx,Critical,Chinese,2014-04-08T00:00:00Z,27,B
41387239,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-03-26T00:00:00Z,17,B
41468415,Manhattan,Not Critical,Mediterranean,2016-10-13T00:00:00Z,9,A
41222128,Bronx,Critical,American,2015-05-27T00:00:00Z,9,A
50011925,Bronx,Not Critical,Spanish,2015-11-04T00:00:00Z,2,A
41011463,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-02-12T00:00:00Z,13,A
40882356,Manhattan,Critical,Japanese,2015-04-02T00:00:00Z,7,A
41392209,Queens,Critical,Spanish,2015-12-23T00:00:00Z,12,A
41481099,Manhattan,Not Critical,American,2015-11-16T00:00:00Z,2,A
50011154,Manhattan,Critical,American,2015-10-20T00:00:00Z,11,A
50002843,Manhattan,Critical,French,2016-01-29T00:00:00Z,9,A
40396906,Manhattan,Not Critical,American,2016-09-14T00:00:00Z,9,A
40395093,Manhattan,Critical,American,2015-06-16T00:00:00Z,25,B
50002191,Queens,Not Critical,Middle Eastern,2015-10-05T00:00:00Z,5,A
41367337,Bronx,Critical,Sandwiches,2017-05-15T00:00:00Z,10,A
50068112,Manhattan,Not Critical,Mexican,2017-10-02T00:00:00Z,12,A
41701096,Queens,Critical,Chinese,2015-11-10T00:00:00Z,8,A
50061235,Brooklyn,Critical,Delicatessen,2017-05-12T00:00:00Z,13,A
50015881,Bronx,Critical,Pizza/Italian,2017-06-14T00:00:00Z,10,A
50018238,Staten Island,Critical,Sandwiches,2016-06-21T00:00:00Z,11,A
41327349,Manhattan,Not Critical,Vegetarian,2015-03-05T00:00:00Z,2,A
40423399,Brooklyn,Not Critical,Bakery,2015-04-23T00:00:00Z,3,A
50047325,Queens,Not Critical,Cafe/coffee/Tea,2016-05-04T00:00:00Z,4,A
40392685,Manhattan,Critical,Japanese,2015-05-19T00:00:00Z,29,C
41276395,Bronx,Not Critical,Pizza,2017-02-08T00:00:00Z,11,A
41399678,Manhattan,Not Critical,Tex-Mex,2014-08-13T00:00:00Z,9,A
40510605,Manhattan,Critical,Delicatessen,2016-01-26T00:00:00Z,13,A
40621072,Manhattan,Not Critical,American,2016-01-21T00:00:00Z,12,A
50000068,Manhattan,Not Critical,Bakery,2017-07-18T00:00:00Z,13,A
50016021,Staten Island,Critical,Japanese,2015-08-05T00:00:00Z,17,B
50000865,Staten Island,Not Critical,American,2015-06-11T00:00:00Z,11,A
40564842,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-02-09T00:00:00Z,13,A
50013828,Manhattan,Critical,American,2015-06-17T00:00:00Z,10,A
40573141,Manhattan,Critical,Italian,2016-01-11T00:00:00Z,12,A
41514631,Brooklyn,Not Critical,Pizza/Italian,2015-06-05T00:00:00Z,10,A
50044665,Queens,Not Critical,Bakery,2017-05-04T00:00:00Z,9,A
40538563,Manhattan,Not Critical,American,2015-01-05T00:00:00Z,13,A
41395226,Bronx,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-02-10T00:00:00Z,9,A
41677059,Brooklyn,Not Critical,Pizza,2017-01-23T00:00:00Z,2,A
50047771,Manhattan,Not Critical,Chinese,2016-08-26T00:00:00Z,11,A
41269792,Queens,Not Critical,Bagels/Pretzels,2017-02-06T00:00:00Z,2,A
50000059,Queens,Critical,Pizza,2016-07-08T00:00:00Z,12,A
50017443,Manhattan,Critical,American,2017-08-23T00:00:00Z,13,A
50002768,Manhattan,Not Critical,Tapas,2016-10-25T00:00:00Z,13,A
50002871,Manhattan,Critical,American,2014-12-08T00:00:00Z,12,A
41630365,Brooklyn,Critical,Pizza,2016-01-13T00:00:00Z,12,A
41527847,Manhattan,Critical,Chinese,2014-11-05T00:00:00Z,22,B
40399729,Queens,Critical,Delicatessen,2017-09-12T00:00:00Z,12,A
41109419,Manhattan,Critical,American,2016-09-14T00:00:00Z,20,B
41395411,Queens,Not Critical,American,2017-06-13T00:00:00Z,2,A
50037409,Manhattan,Not Critical,Cafe/coffee/Tea,2017-03-06T00:00:00Z,10,A
50051591,Bronx,Critical,Caribbean,2016-10-20T00:00:00Z,9,A
50004633,Queens,Critical,Chinese,2015-06-17T00:00:00Z,12,A
41567009,Queens,Not Critical,Cafe/coffee/Tea,2015-06-11T00:00:00Z,10,A
50045323,Queens,Critical,Chinese,2016-04-22T00:00:00Z,12,A
50032907,Staten Island,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-06-21T00:00:00Z,15,B
40370150,Bronx,Critical,American,2015-09-03T00:00:00Z,11,A
50058906,Brooklyn,Critical,American,2017-05-11T00:00:00Z,13,A
41502955,Brooklyn,Critical,Mexican,2015-05-05T00:00:00Z,8,A
41465002,Manhattan,Not Critical,Italian,2015-02-20T00:00:00Z,7,A
50058524,Staten Island,Critical,Chinese,2017-03-22T00:00:00Z,10,A
50000071,Queens,Not Critical,American,2017-02-10T00:00:00Z,9,A
50037375,Queens,Not Critical,Indian,2016-10-19T00:00:00Z,7,A
50003223,Manhattan,Critical,Sandwiches/Salads/Mixed Buffet,2017-07-24T00:00:00Z,12,A
41587826,Manhattan,Critical,Mexican,2015-10-08T00:00:00Z,16,B
50033839,Manhattan,Critical,Sandwiches,2017-05-19T00:00:00Z,5,A
40388235,Queens,Not Critical,Pizza,2014-11-19T00:00:00Z,6,A
41097286,Manhattan,Not Critical,American,2014-09-02T00:00:00Z,57,C
50000542,Manhattan,Not Critical,Chinese,2015-04-13T00:00:00Z,30,C
50002421,Manhattan,Critical,Asian,2014-06-18T00:00:00Z,16,B
41489207,Brooklyn,Critical,Cafe/coffee/Tea,2017-03-27T00:00:00Z,15,B
50068305,Queens,Critical,"Juice, Smoothies, Fruit Salads",2017-08-24T00:00:00Z,13,A
50017665,Manhattan,Critical,Japanese,2015-03-24T00:00:00Z,26,B
50011009,Bronx,Not Critical,Bakery,2015-05-12T00:00:00Z,11,A
41214446,Manhattan,Critical,Hamburgers,2014-08-15T00:00:00Z,12,A
41618756,Manhattan,Critical,American,2016-05-04T00:00:00Z,10,A
41189848,Manhattan,Not Critical,Pizza,2016-06-16T00:00:00Z,10,A
41721459,Brooklyn,Not Critical,Chinese,2015-11-05T00:00:00Z,21,B
50017148,Bronx,Critical,Pizza,2015-01-03T00:00:00Z,35,C
41567044,Manhattan,Not Critical,American,2016-02-18T00:00:00Z,10,A
41383548,Manhattan,Critical,Spanish,2015-08-12T00:00:00Z,10,A
41015947,Bronx,Not Critical,American,2016-06-29T00:00:00Z,27,B
41382973,Manhattan,Critical,Donuts,2016-10-13T00:00:00Z,10,A
50002100,Bronx,Critical,Chicken,2015-02-25T00:00:00Z,14,B
50006705,Brooklyn,Not Critical,American,2014-12-24T00:00:00Z,14,B
41621139,Manhattan,Critical,Italian,2014-10-02T00:00:00Z,10,A
41646976,Manhattan,Not Critical,Caribbean,2016-08-09T00:00:00Z,37,C
40938384,Manhattan,Critical,American,2014-09-24T00:00:00Z,24,B
41660744,Manhattan,Critical,American,2017-07-26T00:00:00Z,10,A
41247570,Queens,Not Critical,Sandwiches/Salads/Mixed Buffet,2015-04-16T00:00:00Z,5,A
41273072,Queens,Not Critical,Pizza,2014-04-17T00:00:00Z,18,B
40847025,Brooklyn,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-12-15T00:00:00Z,11,A
41478517,Manhattan,Critical,Chinese,2014-03-26T00:00:00Z,16,B
50017545,Queens,Not Critical,Asian,2016-07-28T00:00:00Z,5,A
41376798,Bronx,Not Critical,Mexican,2014-12-03T00:00:00Z,13,A
40597618,Staten Island,Critical,Pizza/Italian,2017-04-13T00:00:00Z,12,A
41714830,Manhattan,Not Critical,Cafe/coffee/Tea,2014-08-08T00:00:00Z,2,A
40382302,Brooklyn,Critical,Tex-Mex,2015-05-01T00:00:00Z,9,A
40995330,Queens,Not Critical,Mexican,2017-02-25T00:00:00Z,7,A
41627431,Manhattan,Critical,Vietnamese/Cambodian/Malaysia,2015-01-20T00:00:00Z,18,B
40563526,Manhattan,Critical,Thai,2014-10-27T00:00:00Z,12,A
41592830,Manhattan,Not Critical,Sandwiches/Salads/Mixed Buffet,2016-01-11T00:00:00Z,6,A
41164643,Queens,Not Critical,Caribbean,2015-03-23T00:00:00Z,10,A
41643160,Manhattan,Critical,"Ice Cream, Gelato, Yogurt, Ices",2015-06-03T00:00:00Z,6,A
41267759,Bronx,Critical,Pancakes/Waffles,2014-12-16T00:00:00Z,16,B
41447329,Queens,Not Critical,Chinese,2016-04-20T00:00:00Z,10,A
40366879,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-09-03T00:00:00Z,12,A
40387787,Brooklyn,Not Critical,Italian,2015-01-14T00:00:00Z,11,A
41614161,Manhattan,Critical,Soul Food,2014-04-08T00:00:00Z,23,B
41722468,Queens,Critical,American,2016-11-09T00:00:00Z,8,A
40594879,Bronx,Critical,Pizza/Italian,2015-10-27T00:00:00Z,12,A
50015423,Manhattan,Critical,American,2017-02-21T00:00:00Z,13,A
41702574,Manhattan,Not Critical,American,2015-07-31T00:00:00Z,9,A
41091113,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-08-26T00:00:00Z,10,A
41539265,Manhattan,Critical,Italian,2015-08-05T00:00:00Z,12,A
50006260,Manhattan,Not Critical,American,2015-08-24T00:00:00Z,12,A
41717640,Brooklyn,Critical,Caribbean,2015-05-06T00:00:00Z,52,C
50001973,Queens,Not Critical,Sandwiches/Salads/Mixed Buffet,2015-07-14T00:00:00Z,7,A
50034094,Manhattan,Not Critical,American,2016-01-13T00:00:00Z,9,A
50044976,Manhattan,Critical,"Juice, Smoothies, Fruit Salads",2016-07-11T00:00:00Z,5,A
50047769,Manhattan,Critical,Pizza,2017-08-07T00:00:00Z,12,A
