camis,boro,critical_flag,cuisine_description,inspection_date,score,grade
50008244,Queens,Critical,Chinese,2015-06-23T00:00:00Z,23,B
50001961,Queens,Not Critical,Spanish,2014-09-04T00:00:00Z,9,A
50005889,Brooklyn,Critical,Vegetarian,2014-03-03T00:00:00Z,7,A
40526489,Manhattan,Critical,American,2016-03-24T00:00:00Z,9,A
40930657,Brooklyn,Critical,Italian,2016-10-13T00:00:00Z,17,B
50010587,Staten Island,Not Critical,Pizza,2015-12-03T00:00:00Z,27,B
50040875,Queens,Not Critical,American,2016-06-23T00:00:00Z,13,A
41440886,Manhattan,Critical,Sandwiches,2015-01-29T00:00:00Z,10,A
40391824,Staten Island,Not Critical,American,2014-08-28T00:00:00Z,12,A
50006097,Manhattan,Not Critical,Indian,2014-04-21T00:00:00Z,4,A
50012106,Brooklyn,Critical,Japanese,2016-09-13T00:00:00Z,10,A
40379897,Manhattan,Not Critical,Hamburgers,2016-08-02T00:00:00Z,12,A
50039742,Brooklyn,Critical,Asian,2017-08-30T00:00:00Z,12,A
41241377,Manhattan,Not Critical,Mediterranean,2016-06-20T00:00:00Z,11,A
41702488,Queens,Critical,Chinese,2014-06-24T00:00:00Z,10,A
41310636,Queens,Critical,Bakery,2015-03-19T00:00:00Z,10,A
40816162,Manhattan,Not Critical,Japanese,2016-12-06T00:00:00Z,8,A
41495273,Queens,Critical,Chinese,2015-05-02T00:00:00Z,12,A
40390409,Manhattan,Critical,Hamburgers,2015-06-26T00:00:00Z,18,B
41452373,Brooklyn,Not Critical,Soul Food,2015-03-09T00:00:00Z,12,A
41664920,Brooklyn,Not Critical,Chinese,2015-07-21T00:00:00Z,12,A
40904248,Brooklyn,Critical,American,2015-12-15T00:00:00Z,14,B
41379907,Brooklyn,Not Critical,Bakery,2015-12-02T00:00:00Z,2,A
41382794,Bronx,Critical,American,2014-11-10T00:00:00Z,9,A
40367278,Queens,Not Critical,Pizza/Italian,2016-03-29T00:00:00Z,12,A
41493707,Manhattan,Critical,Japanese,2017-04-25T00:00:00Z,7,A
41224664,Manhattan,Critical,American,2015-08-06T00:00:00Z,7,A
50003556,Brooklyn,Critical,Chinese,2016-07-11T00:00:00Z,12,A
50007215,Queens,Critical,Pizza,2015-07-16T00:00:00Z,7,A
40385974,Staten Island,Critical,American,2017-01-19T00:00:00Z,13,A
40391562,Brooklyn,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-06-20T00:00:00Z,13,A
41217791,Bronx,Not Critical,Chinese,2015-02-04T00:00:00Z,7,A
41083469,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-02-23T00:00:00Z,18,B
50009441,Brooklyn,Not Critical,American,2015-01-14T00:00:00Z,7,A
40550155,Manhattan,Critical,Delicatessen,2015-01-13T00:00:00Z,13,A
40862491,Queens,Critical,American,2017-09-26T00:00:00Z,13,A
50001664,Brooklyn,Critical,French,2017-01-21T00:00:00Z,12,A
40393118,Manhattan,Critical,Chinese/Cuban,2015-04-23T00:00:00Z,12,A
40725911,Manhattan,Not Critical,French,2016-04-22T00:00:00Z,10,A
41520990,Queens,Not Critical,Cafe/coffee/Tea,2014-02-26T00:00:00Z,5,A
50057638,Brooklyn,Not Critical,Chinese,2017-03-20T00:00:00Z,12,A
41459557,Brooklyn,Critical,Indian,2016-06-27T00:00:00Z,6,A
41693899,Brooklyn,Not Critical,Spanish,2016-02-08T00:00:00Z,10,A
41189848,Manhattan,Critical,Pizza,2016-06-16T00:00:00Z,10,A
50001262,Manhattan,Critical,American,2015-03-10T00:00:00Z,6,A
40365239,Manhattan,Critical,Irish,2015-09-18T00:00:00Z,11,A
40580639,Manhattan,Critical,Japanese,2016-05-04T00:00:00Z,20,B
50032677,Brooklyn,Critical,Mexican,2015-04-02T00:00:00Z,24,B
41563655,Bronx,Critical,Mexican,2014-09-18T00:00:00Z,10,A
40368801,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-03-12T00:00:00Z,10,A
41230012,Manhattan,Not Critical,American,2017-06-30T00:00:00Z,9,A
40534810,Manhattan,Not Critical,American,2016-04-25T00:00:00Z,16,B
41706076,Brooklyn,Not Critical,Pizza,2014-10-28T00:00:00Z,7,A
41715835,Brooklyn,Critical,Barbecue,2014-12-08T00:00:00Z,12,A
41143475,Bronx,Critical,Mexican,2016-12-08T00:00:00Z,12,A
41671546,Manhattan,Critical,Cafe/coffee/Tea,2017-07-07T00:00:00Z,10,A
41704440,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-05-01T00:00:00Z,6,A
50018443,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-08-20T00:00:00Z,14,B
41030982,Manhattan,Not Critical,Asian,2015-12-10T00:00:00Z,10,A
50008320,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-11-21T00:00:00Z,9,A
41371649,Brooklyn,Critical,Caribbean,2016-07-14T00:00:00Z,12,A
50012829,Brooklyn,Not Critical,Cafe/coffee/Tea,2014-10-29T00:00:00Z,13,A
40383511,Manhattan,Critical,American,2017-07-24T00:00:00Z,9,A
50000855,Brooklyn,Not Critical,American,2014-04-02T00:00:00Z,13,A
50016449,Queens,Not Critical,Chinese,2017-01-03T00:00:00Z,13,A
50015859,Queens,Critical,Chinese,2015-07-01T00:00:00Z,7,A
50005232,Queens,Critical,Korean,2015-04-23T00:00:00Z,27,B
50000192,Brooklyn,Not Critical,French,2016-05-03T00:00:00Z,10,A
50014461,Brooklyn,Critical,Chinese,2014-09-17T00:00:00Z,18,B
41454419,Queens,Not Critical,Korean,2015-05-20T00:00:00Z,7,A
50048221,Manhattan,Not Critical,Donuts,2017-05-24T00:00:00Z,8,A
50000348,Queens,Critical,Pizza,2016-04-26T00:00:00Z,11,A
40892468,Brooklyn,Critical,Chinese,2015-10-01T00:00:00Z,7,A
41267944,Bronx,Critical,Chinese,2014-12-13T00:00:00Z,10,A
50006597,Queens,Not Critical,American,2016-06-01T00:00:00Z,7,A
50006206,Manhattan,Critical,Jewish/Kosher,2017-06-28T00:00:00Z,12,A
41121169,Bronx,Not Critical,Caribbean,2016-09-27T00:00:00Z,13,A
41408773,Queens,Critical,Donuts,2016-03-28T00:00:00Z,7,A
41131167,Queens,Not Critical,Pizza/Italian,2015-03-20T00:00:00Z,11,A
50012455,Manhattan,Critical,Chicken,2017-07-19T00:00:00Z,9,A
50033580,Queens,Not Critical,Caribbean,2015-05-04T00:00:00Z,11,A
50038280,Bronx,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-07-19T00:00:00Z,11,A
41234821,Manhattan,Not Critical,Japanese,2017-03-21T00:00:00Z,11,A
50009776,Brooklyn,Not Critical,American,2016-02-11T00:00:00Z,9,A
40400473,Manhattan,Critical,Pizza,2016-08-12T00:00:00Z,12,A
40545034,Queens,Not Critical,American,2014-10-24T00:00:00Z,20,B
41302926,Brooklyn,Not Critical,American,2015-01-03T00:00:00Z,4,A
40372417,Manhattan,Not Critical,Italian,2017-04-13T00:00:00Z,2,A
50048648,Queens,Critical,Chinese,2016-08-22T00:00:00Z,12,A
40539661,Brooklyn,Not Critical,Caribbean,2015-07-20T00:00:00Z,11,A
41003342,Queens,Critical,Tex-Mex,2015-02-06T00:00:00Z,11,A
41369789,Brooklyn,Not Critical,Chinese,2017-01-11T00:00:00Z,9,A
41272136,Brooklyn,Critical,Caribbean,2017-04-25T00:00:00Z,20,B
41627217,Manhattan,Not Critical,Indian,2017-04-24T00:00:00Z,9,A
50003373,Queens,Critical,American,2014-11-19T00:00:00Z,12,A
41668582,Manhattan,Not Critical,American,2014-10-24T00:00:00Z,2,A
50062836,Queens,Not Critical,Asian,2017-05-09T00:00:00Z,10,A
41239887,Brooklyn,Not Critical,Mexican,2014-11-28T00:00:00Z,10,A
41217980,Manhattan,Not Critical,American,2015-10-28T00:00:00Z,4,A
50000188,Bronx,Not Critical,Chinese,2015-04-13T00:00:00Z,10,A
41043971,Bronx,Not Critical,Donuts,2017-08-03T00:00:00Z,12,A
50051582,Manhattan,Critical,Delicatessen,2017-08-21T00:00:00Z,10,A
41462864,Queens,Not Critical,French,2015-04-14T00:00:00Z,9,A
41653501,Queens,Critical,Asian,2014-04-12T00:00:00Z,13,A
41100740,Manhattan,Not Critical,French,2015-05-14T00:00:00Z,12,A
40393725,Manhattan,Critical,American,2016-04-06T00:00:00Z,10,A
41617354,Bronx,Not Critical,Donuts,2017-06-23T00:00:00Z,9,A
50052435,Brooklyn,Critical,Sandwiches,2016-08-22T00:00:00Z,11,A
50009465,Manhattan,Critical,American,2014-09-02T00:00:00Z,25,B
41694144,Manhattan,Not Critical,Korean,2013-10-29T00:00:00Z,12,A
50058908,Brooklyn,Not Critical,Cafe/coffee/Tea,2017-04-20T00:00:00Z,12,A
40401895,Manhattan,Critical,American,2015-03-06T00:00:00Z,12,A
50034907,Brooklyn,Not Critical,Cafe/coffee/Tea,2016-03-15T00:00:00Z,3,A
50033699,Manhattan,Critical,Caribbean,2016-01-29T00:00:00Z,12,A
41476227,Manhattan,Critical,Indian,2015-11-02T00:00:00Z,13,A
50039833,Manhattan,Critical,Cafe/coffee/Tea,2015-10-14T00:00:00Z,7,A
41286006,Brooklyn,Not Critical,Peruvian,2015-12-17T00:00:00Z,11,A
41654129,Brooklyn,Not Critical,Chinese,2016-10-25T00:00:00Z,4,A
50015197,Manhattan,Critical,Chinese,2016-06-23T00:00:00Z,18,B
41197896,Manhattan,Not Critical,Italian,2017-07-27T00:00:00Z,9,A
41633665,Manhattan,Not Critical,Cafe/coffee/Tea,2014-07-16T00:00:00Z,12,A
50008660,Queens,Not Critical,Chinese,2014-06-25T00:00:00Z,11,A
50034815,Brooklyn,Critical,Asian,2015-08-25T00:00:00Z,10,A
40383284,Queens,Not Critical,Italian,2014-12-02T00:00:00Z,4,A
41569216,Manhattan,Not Critical,Cafe/coffee/Tea,2016-10-11T00:00:00Z,11,A
50001000,Manhattan,Critical,French,2015-05-04T00:00:00Z,32,C
41304269,Brooklyn,Critical,Chinese,2015-05-07T00:00:00Z,13,A
40736836,Manhattan,Not Critical,American,2015-05-27T00:00:00Z,10,A
41157609,Manhattan,Critical,Pizza,2014-08-12T00:00:00Z,12,A
50033802,Manhattan,Not Critical,American,2017-09-19T00:00:00Z,4,A
40677036,Manhattan,Not Critical,Italian,2017-07-06T00:00:00Z,9,A
41477087,Brooklyn,Not Critical,French,2016-06-23T00:00:00Z,12,A
40544958,Manhattan,Critical,Mexican,2014-11-25T00:00:00Z,12,A
50010420,Bronx,Not Critical,Chinese,2017-09-28T00:00:00Z,6,A
50002920,Brooklyn,Critical,American,2016-04-11T00:00:00Z,10,A
50068201,Queens,Critical,Chinese,2017-09-26T00:00:00Z,13,A
50047353,Manhattan,Critical,Chinese,2016-06-30T00:00:00Z,23,B
50042763,Queens,Critical,"Juice, Smoothies, Fruit Salads",2015-12-18T00:00:00Z,10,A
41595841,Bronx,Not Critical,Seafood,2017-08-16T00:00:00Z,13,A
50002579,Manhattan,Not Critical,"Juice, Smoothies, Fruit Salads",2016-09-19T00:00:00Z,12,A
41458079,Brooklyn,Critical,Pizza,2015-07-10T00:00:00Z,5,A
50039428,Brooklyn,Critical,Sandwiches,2017-10-16T00:00:00Z,8,A
50004978,Manhattan,Not Critical,Ethiopian,2015-03-31T00:00:00Z,6,A
50048064,Bronx,Not Critical,Caribbean,2016-12-15T00:00:00Z,16,B
41605848,Bronx,Critical,Chinese,2017-05-17T00:00:00Z,7,A
41362350,Queens,Not Critical,American,2014-01-29T00:00:00Z,2,A
50011217,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-08-12T00:00:00Z,10,A
50044225,Queens,Not Critical,Asian,2017-03-29T00:00:00Z,8,A
41625337,Brooklyn,Critical,Caribbean,2014-09-22T00:00:00Z,12,A
41270009,Manhattan,Critical,American,2016-12-22T00:00:00Z,11,A
41050702,Bronx,Critical,Delicatessen,2017-08-09T00:00:00Z,18,B
41637061,Manhattan,Not Critical,Italian,2015-11-23T00:00:00Z,6,A
41416234,Bronx,Critical,Chinese,2016-03-17T00:00:00Z,10,A
50032894,Brooklyn,Critical,American,2016-05-18T00:00:00Z,13,A
40946043,Queens,Not Critical,Chinese,2017-03-02T00:00:00Z,10,A
41247560,Brooklyn,Not Critical,American,2016-06-22T00:00:00Z,12,A
50048575,Queens,Not Critical,Chinese,2016-04-14T00:00:00Z,13,A
40511292,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-06-06T00:00:00Z,13,A
50002635,Manhattan,Not Critical,Cafe/coffee/Tea,2015-10-30T00:00:00Z,7,A
40917497,Brooklyn,Not Critical,American,2015-06-04T00:00:00Z,13,A
41584936,Manhattan,Not Critical,Pizza/Italian,2017-04-25T00:00:00Z,10,A
40377124,Bronx,Critical,Seafood,2016-06-08T00:00:00Z,18,B
40638566,Queens,Not Critical,Pizza/Italian,2015-06-11T00:00:00Z,13,A
41266854,Brooklyn,Not Critical,American,2017-07-20T00:00:00Z,11,A
41173778,Manhattan,Critical,"Juice, Smoothies, Fruit Salads",2016-06-21T00:00:00Z,10,A
50006337,Manhattan,Not Critical,American,2017-07-28T00:00:00Z,12,A
41305402,Manhattan,Not Critical,Italian,2017-05-31T00:00:00Z,2,A
50059485,Queens,Critical,Spanish,2017-05-01T00:00:00Z,11,A
50008025,Queens,Not Critical,American,2014-08-07T00:00:00Z,12,A
50019176,Manhattan,Not Critical,American,2017-01-10T00:00:00Z,12,A
41578339,Brooklyn,Critical,Bakery,2015-08-22T00:00:00Z,12,A
41375794,Brooklyn,Critical,Jewish/Kosher,2016-03-16T00:00:00Z,13,A
41003717,Staten Island,Not Critical,Italian,2015-02-12T00:00:00Z,13,A
41128245,Bronx,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-11-05T00:00:00Z,26,B
40586000,Manhattan,Critical,Bakery,2014-07-17T00:00:00Z,13,A
40561290,Brooklyn,Critical,Pizza,2017-10-12T00:00:00Z,7,A
41621139,Manhattan,Critical,Italian,2016-04-29T00:00:00Z,10,A
41434872,Brooklyn,Not Critical,Pizza,2015-09-10T00:00:00Z,12,A
50051014,Brooklyn,Not Critical,Spanish,2016-06-27T00:00:00Z,27,B
41549333,Queens,Critical,Caribbean,2015-08-20T00:00:00Z,12,A
50006537,Brooklyn,Critical,Cafe/coffee/Tea,2016-04-15T00:00:00Z,11,A
41329499,Brooklyn,Not Critical,Soul Food,2017-08-24T00:00:00Z,21,B
50000422,Brooklyn,Not Critical,Italian,2017-05-17T00:00:00Z,12,A
50044622,Manhattan,Not Applicable,Hamburgers,2017-03-16T00:00:00Z,0,A
41647578,Brooklyn,Critical,American,2014-04-04T00:00:00Z,14,B
50008451,Queens,Critical,Spanish,2015-04-30T00:00:00Z,10,A
41430102,Brooklyn,Critical,Mexican,2016-06-22T00:00:00Z,10,A
41326368,Manhattan,Critical,American,2016-02-25T00:00:00Z,8,A
50001109,Manhattan,Critical,French,2014-12-22T00:00:00Z,9,A
41630103,Brooklyn,Critical,Cafe/coffee/Tea,2017-07-06T00:00:00Z,12,A
41700243,Brooklyn,Critical,Cafe/coffee/Tea,2015-01-08T00:00:00Z,5,A
50014605,Staten Island,Critical,Spanish,2016-09-22T00:00:00Z,8,A
41680956,Brooklyn,Not Critical,Chinese,2016-03-08T00:00:00Z,9,A
41700785,Brooklyn,Not Critical,Japanese,2015-08-27T00:00:00Z,10,A
40989787,Queens,Critical,Korean,2014-10-09T00:00:00Z,23,B
50036858,Brooklyn,Critical,"Juice, Smoothies, Fruit Salads",2016-08-01T00:00:00Z,18,B
41237575,Queens,Not Critical,"Ice Cream, Gelato, Yogurt, Ices",2015-09-08T00:00:00Z,12,A
40970790,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2013-12-26T00:00:00Z,27,B
50040569,Brooklyn,Critical,Cafe/coffee/Tea,2016-09-15T00:00:00Z,12,A
41410057,Queens,Not Critical,American,2014-01-08T00:00:00Z,12,A
50042418,Bronx,Critical,Mexican,2016-06-29T00:00:00Z,12,A
41106672,Brooklyn,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-04-17T00:00:00Z,18,B
50018652,Manhattan,Critical,American,2015-12-29T00:00:00Z,9,A
40763382,Manhattan,Critical,German,2014-03-04T00:00:00Z,7,A
40361998,Queens,Not Critical,Delicatessen,2015-03-04T00:00:00Z,2,A
41632521,Brooklyn,Not Critical,Italian,2014-10-08T00:00:00Z,9,A
40645474,Manhattan,Critical,American,2017-05-10T00:00:00Z,10,A
50001689,Queens,Not Critical,Caribbean,2015-06-19T00:00:00Z,9,A
41695440,Brooklyn,Not Critical,Chinese,2014-05-12T00:00:00Z,21,B
41611705,Queens,Critical,American,2015-01-14T00:00:00Z,16,B
41711813,Manhattan,Critical,American,2015-10-07T00:00:00Z,10,A
41667113,Brooklyn,Not Critical,"Ice Cream, Gelato, Yogurt, Ices",2015-06-04T00:00:00Z,13,A
40559606,Manhattan,Not Critical,Vietnamese/Cambodian/Malaysia,2015-08-06T00:00:00Z,2,A
41468950,Manhattan,Critical,Donuts,2015-02-09T00:00:00Z,7,A
40370759,Manhattan,Not Critical,Spanish,2017-02-15T00:00:00Z,24,B
40901832,Manhattan,Critical,Bagels/Pretzels,2016-05-05T00:00:00Z,7,A
41193088,Manhattan,Not Critical,Mexican,2017-01-18T00:00:00Z,3,A
40550801,Bronx,Critical,"Ice Cream, Gelato, Yogurt, Ices",2016-02-02T00:00:00Z,18,B
41243472,Manhattan,Critical,Polish,2017-01-04T00:00:00Z,12,A
41564382,Manhattan,Critical,Hamburgers,2016-07-29T00:00:00Z,12,A
40369608,Brooklyn,Not Critical,American,2016-03-02T00:00:00Z,9,A
40547085,Brooklyn,Critical,Mediterranean,2015-04-23T00:00:00Z,10,A
41139411,Manhattan,Critical,Mexican,2017-01-18T00:00:00Z,12,A
40936347,Brooklyn,Not Critical,American,2015-12-21T00:00:00Z,13,A
41640950,Manhattan,Not Critical,Mexican,2016-07-12T00:00:00Z,9,A
41701232,Queens,Not Critical,Spanish,2016-07-07T00:00:00Z,7,A
40830563,Manhattan,Critical,American,2015-04-09T00:00:00Z,22,B
41629513,Manhattan,Not Critical,American,2013-08-30T00:00:00Z,13,A
50032861,Manhattan,Not Critical,Cafe/coffee/Tea,2016-05-10T00:00:00Z,7,A
50002613,Queens,Not Critical,Asian,2017-05-09T00:00:00Z,12,A
41503007,Manhattan,Critical,Cafe/coffee/Tea,2014-12-24T00:00:00Z,9,A
50043231,Brooklyn,Not Critical,Spanish,2015-12-22T00:00:00Z,10,A
41188476,Manhattan,Critical,Mexican,2016-02-16T00:00:00Z,12,A
50007874,Bronx,Critical,American,2017-03-30T00:00:00Z,10,A
41429907,Brooklyn,Not Critical,American,2017-01-04T00:00:00Z,13,A
41617076,Manhattan,Not Critical,Korean,2015-10-20T00:00:00Z,7,A
41022628,Queens,Critical,Vietnamese/Cambodian/Malaysia,2016-10-03T00:00:00Z,12,A
41618266,Queens,Critical,Chinese,2014-10-16T00:00:00Z,47,C
41132351,Manhattan,Not Critical,"Bottled beverages, including water, sodas, juices, etc.",2016-02-17T00:00:00Z,2,A
41546956,Brooklyn,Critical,Chinese,2015-06-04T00:00:00Z,13,A
50011121,Brooklyn,Critical,Indian,2016-06-16T00:00:00Z,14,B
41330645,Manhattan,Critical,Cafe/coffee/Tea,2016-04-14T00:00:00Z,7,A
40855120,Manhattan,Not Critical,Italian,2014-10-22T00:00:00Z,13,A
41574945,Brooklyn,Not Critical,Caribbean,2013-11-15T00:00:00Z,12,A
41563549,Queens,Not Critical,Delicatessen,2016-09-28T00:00:00Z,7,A
41559345,Brooklyn,Not Critical,"Juice, Smoothies, Fruit Salads",2015-07-20T00:00:00Z,11,A
41374209,Manhattan,Not Critical,Chicken,2015-09-11T00:00:00Z,10,A
41189470,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-08-25T00:00:00Z,10,A
40685858,Manhattan,Not Critical,Steak,2016-05-19T00:00:00Z,10,A
50040568,Bronx,Critical,Chicken,2016-10-05T00:00:00Z,12,A
41470208,Manhattan,Not Critical,American,2015-02-17T00:00:00Z,10,A
40698823,Brooklyn,Not Critical,American,2014-08-11T00:00:00Z,10,A
41653059,Manhattan,Not Critical,Caribbean,2014-12-17T00:00:00Z,9,A
41069604,Manhattan,Critical,American,2014-08-07T00:00:00Z,13,A
50018528,Brooklyn,Critical,Soul Food,2015-02-26T00:00:00Z,13,A
50041701,Manhattan,Not Critical,Japanese,2016-07-12T00:00:00Z,8,A
50007212,Brooklyn,Critical,Jewish/Kosher,2017-01-17T00:00:00Z,11,A
41691331,Queens,Not Critical,Asian,2014-11-12T00:00:00Z,7,A
40901214,Staten Island,Critical,American,2014-08-21T00:00:00Z,36,C
41332853,Bronx,Critical,American,2014-07-25T00:00:00Z,9,A
50047882,Queens,Not Critical,Donuts,2016-04-27T00:00:00Z,12,A
41339607,Brooklyn,Critical,Jewish/Kosher,2016-01-21T00:00:00Z,11,A
40424247,Queens,Not Critical,Delicatessen,2017-04-04T00:00:00Z,10,A
41652004,Queens,Not Critical,Spanish,2015-05-20T00:00:00Z,11,A
41647571,Manhattan,Not Critical,Chinese,2015-03-03T00:00:00Z,13,A
50016843,Manhattan,Critical,Spanish,2016-01-08T00:00:00Z,26,B
40717234,Bronx,Not Critical,Italian,2015-04-24T00:00:00Z,12,A
50044852,Manhattan,Critical,German,2017-06-30T00:00:00Z,12,A
41717909,Brooklyn,Not Critical,Chicken,2017-03-13T00:00:00Z,10,A
50047124,Manhattan,Critical,Vegetarian,2016-07-26T00:00:00Z,12,A
50011937,Manhattan,Critical,American,2014-11-28T00:00:00Z,10,A
50041313,Manhattan,Critical,Delicatessen,2017-03-16T00:00:00Z,5,A
41182682,Staten Island,Critical,Japanese,2016-04-14T00:00:00Z,10,A
40401487,Queens,Critical,Jewish/Kosher,2015-02-10T00:00:00Z,11,A
40948868,Queens,Not Critical,Italian,2015-06-01T00:00:00Z,8,A
50042224,Queens,Not Critical,Thai,2015-11-05T00:00:00Z,13,A
41318348,Manhattan,Not Critical,Spanish,2015-08-03T00:00:00Z,8,A
50002693,Manhattan,Not Critical,American,2015-04-01T00:00:00Z,7,A
50044856,Brooklyn,Critical,American,2016-10-25T00:00:00Z,15,B
50064086,Manhattan,Critical,Italian,2017-07-05T00:00:00Z,17,B
